accession	organism	kingdom	length	tm_helix_start_leq_90
P83523	Lycium chinense	Plants	97	false
P83525	Scopolia japonica	Plants	97	false
Q07510	Spinacia oleracea	Plants	405	false
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	false
Q96398	Cucumis sativus	Plants	322	false
A0A509AER3	Plasmodium berghei (strain Anka)	Other	247	false
A0A7G5KLV3	Cananga odorata	Plants	586	false
P00225	Leucaena leucocephala	Plants	96	false
P00234	Equisetum telmateia	Plants	95	false
P00239	Dunaliella salina	Plants	95	false
P00242	Porphyra umbilicalis	Other	98	false
P10770	Peridinium bipes	Other	93	false
P13653	Hordeum vulgare	Plants	388	false
P14831	Solanum lycopersicum	Plants	217	false
P14936	Raphanus sativus	Plants	98	false
P17007	Cyanophora paradoxa	Other	99	false
P19682	Nicotiana sylvestris	Plants	276	false
P19684	Nicotiana sylvestris	Plants	324	false
P22341	Euglena viridis	Other	96	false
P41758	Chlamydomonas reinhardtii	Plants	461	false
P48270	Chlamydomonas reinhardtii	Plants	257	false
P48496	Spinacia oleracea	Plants	322	false
P51874	Symbiodinium sp.	Other	365	false
P68165	Datura stramonium	Plants	97	false
P80483	Amphidinium carterae	Other	323	false
P82411	Spinacia oleracea	Plants	116	false
P83527	Capsicum annuum var. annuum	Plants	97	false
P83583	Solanum lyratum	Plants	97	false
Q42783	Glycine max	Plants	262	false
Q43082	Pisum sativum	Plants	369	false
Q9XQN8	Sinapis alba	Plants	327	false
O61016	Crithidia fasciculata	Other	151	false
Q8IS98	Crithidia fasciculata	Other	134	false
Q9TY83	Crithidia fasciculata	Other	130	false
A0A0U4CDK4	Salvia miltiorrhiza	Plants	806	false
A0A509AN56	Plasmodium berghei (strain Anka)	Other	365	false
O81193	Salvia officinalis	Plants	590	false
P00220	Medicago sativa	Plants	97	false
P00227	Brassica napus	Plants	96	false
P00230	Phytolacca acinosa	Plants	96	false
P00231	Phytolacca americana	Plants	98	false
P00232	Phytolacca acinosa	Plants	98	false
P00235	Equisetum arvense	Plants	95	false
P00240	Dunaliella salina	Plants	95	false
P02902	Hordeum vulgare	Plants	149	false
P06271	Nicotiana tabacum	Plants	1070	false
P06505	Spinacia oleracea	Plants	335	false
P07838	Bryopsis maxima	Plants	98	false
P0CV96	Fragaria vesca	Plants	580	false
P14149	Chlamydomonas reinhardtii	Plants	133	false
P14937	Raphanus sativus	Plants	98	false
P19683	Nicotiana sylvestris	Plants	315	false
P24226	Brassica oleracea var. capitata	Plants	469	false
P28803	Spinacia oleracea	Plants	128	false
P28804	Spinacia oleracea	Plants	57	false
P28807	Spinacia oleracea	Plants	88	false
P46818	Sinapis alba	Plants	1078	false
P51873	Amphidinium carterae	Other	369	false
P83524	Alkekengi officinarum var. franchetii	Plants	97	false
P83582	Solanum nigrum	Plants	97	false
Q00497	Solanum lycopersicum	Plants	300	false
Q08753	Chlamydomonas moewusii	Plants	164	false
Q84K96	Crocus sativus	Plants	369	false
Q9M3I4	Spinacia oleracea	Plants	90	false
Q9TY84	Crithidia fasciculata	Other	130	false
Q8I397	Plasmodium falciparum (isolate 3D7)	Other	1199	true
A8XJ98	Caenorhabditis briggsae	Metazoa	432	false
I1SSI5	Petunia hybrida	Plants	708	false
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	false
O14336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461	false
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	false
O74350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	false
O74418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	false
O94411	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	509	false
O94606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473	false
P49679	Pisum sativum	Plants	189	false
Q06364	Daucus carota	Plants	489	false
Q09779	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1628	false
Q10222	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	670	false
Q4WN10	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	575	false
Q6VWJ6	Hordeum vulgare	Plants	573	false
Q8GUC3	Hordeum vulgare	Plants	350	false
Q944N1	Solanum lycopersicum	Plants	399	false
Q9C106	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	false
Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527	false
Q9UUK1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	564	false
A0A0D1DMJ6	Mycosarcoma maydis	Fungi	757	false
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247	false
B6HJ92	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	552	false
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	false
O42975	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	972	false
O43083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	338	false
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	false
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311	false
O94621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365	false
P02314	Gallus gallus	Metazoa	90	false
P06180	Xenopus laevis	Metazoa	590	false
P0CT61	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	false
P14232	Nicotiana tabacum	Plants	359	false
Q03237	Gallus gallus	Metazoa	686	false
Q03489	Petunia hybrida	Plants	241	false
Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407	false
Q10317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	193	false
Q23696	Crithidia fasciculata	Other	467	false
Q5KMX8	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	Fungi	783	false
Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499	false
Q6IRB1	Xenopus laevis	Metazoa	300	false
Q8AVT9	Xenopus laevis	Metazoa	370	false
Q8W127	Hordeum vulgare	Plants	618	false
Q90941	Gallus gallus	Metazoa	1633	false
Q98TA5	Xenopus laevis	Metazoa	896	false
Q9C469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	648	false
Q9HEV5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	426	false
A0A1U8IPT1	Gossypium hirsutum	Plants	576	false
A0A7U2QXY7	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	438	false
B6HU70	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	361	false
O14196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	false
O14338	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	891	false
O94311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	false
P11115	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	270	false
P15512	Tetrahymena pyriformis	Other	136	false
P25032	Triticum aestivum	Plants	354	false
P87000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926	false
Q05158	Coturnix japonica	Metazoa	194	false
Q09184	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	false
Q9HGP4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	727	false
Q9W704	Xenopus laevis	Metazoa	226	false
S0DPL8	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	389	false
C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339	false
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481	false
O14210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	false
O60104	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	376	false
O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797	false
O94255	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	false
O94301	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	false
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865	false
P0CU09	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235	false
P11638	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	816	false
P12959	Zea mays	Plants	453	false
P22697	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	false
P51509	Gallus gallus	Metazoa	549	false
P51947	Xenopus laevis	Metazoa	323	false
P51950	Marthasterias glacialis	Metazoa	324	false
Q08705	Gallus gallus	Metazoa	728	false
Q1HTZ8	Rhinella marina	Metazoa	198	false
Q5EN53	Oryza sativa subsp. indica	Plants	131	false
Q945P0	Nicotiana tabacum	Plants	209	false
Q9US07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	662	false
B6HQ74	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	390	false
B6HQN4	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	268	false
O14325	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	779	false
O24463	Zea mays	Plants	328	false
O42924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	false
O59746	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	819	false
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	false
O74942	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	610	false
O74975	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	362	false
O94355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	false
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	false
P0DOW4	Ramazzottius varieornatus	Metazoa	445	false
Q09146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399	false
Q1HTZ9	Aquarana catesbeiana	Metazoa	198	false
Q4FX73	Leishmania major	Other	264	false
Q7ZYP6	Xenopus laevis	Metazoa	626	false
Q9HE02	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1225	false
Q9P6I9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	618	false
Q9P7C8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	214	false
Q9P7G6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566	false
B0KZ40	Zea mays	Plants	426	false
P27736	Triticum aestivum	Plants	615	false
Q00775	Solanum tuberosum	Plants	607	false
Q06801	Solanum tuberosum	Plants	576	false
P13618	Sus scrofa	Metazoa	76	false
P21976	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	183	false
P49375	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	548	false
O74988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	186	false
P42056	Solanum tuberosum	Plants	276	false
P43266	Euglena gracilis	Other	100	true
Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79	true
P38482	Chlamydomonas reinhardtii	Plants	574	false
Q06450	Ipomoea batatas	Plants	70	false
Q40089	Ipomoea batatas	Plants	200	false
O78751	Ovis aries	Metazoa	66	true
Q35914	Sus scrofa	Metazoa	67	true
P19173	Ipomoea batatas	Plants	64	true
P22778	Ipomoea batatas	Plants	244	false
Q90578	Gallus gallus	Metazoa	464	false
Q9MYT8	Sus scrofa	Metazoa	71	false
Q9GMC9	Ovis aries	Metazoa	169	true
Q9P3U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547	true
I1SSI6	Petunia hybrida	Plants	723	false
J7M799	Ramazzottius varieornatus	Metazoa	237	false
O13998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392	false
O42662	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	385	false
O42898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	266	false
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287	false
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497	false
O94450	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501	false
O94617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	475	false
P02251	Oryctolagus cuniculus	Metazoa	213	false
P02254	Salmo trutta	Metazoa	194	false
P11860	Mytilus californianus	Metazoa	45	false
P24641	Bufo japonicus	Metazoa	40	false
P67833	Capra hircus	Metazoa	51	false
P68038	Ovis aries	Metazoa	51	false
Q09094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	false
Q10214	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131	false
Q10335	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	397	false
Q19LA2	Colocasia esculenta	Plants	84	false
Q5FWP7	Xenopus laevis	Metazoa	625	false
Q5MGA9	Oryza sativa subsp. indica	Plants	301	false
Q7ZW57	Xenopus laevis	Metazoa	334	false
Q96WW2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	383	false
Q9USY8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	false
Q9UTQ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	false
Q9UTR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	368	false
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	false
K9NVA6	Hematodinium sp	Other	132	false
O14131	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	442	false
O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	false
O74535	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	710	false
O74778	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284	false
P06841	Scyliorhinus canicula	Metazoa	45	false
P06895	Platynereis dumerilii	Metazoa	119	false
P0CT58	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130	false
P15343	Equus caballus	Metazoa	58	false
P22647	Oncorhynchus mykiss	Metazoa	128	false
P32103	Euplotes eurystomus	Other	135	false
P80001	Sepia officinalis	Metazoa	78	false
P83183	Eledone cirrhosa	Metazoa	84	false
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	false
P87240	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306	false
Q5EAJ7	Strongylocentrotus purpuratus	Metazoa	857	false
Q5F3T7	Gallus gallus	Metazoa	489	false
Q76PC4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	562	false
Q9P5M9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	257	false
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679	false
Q9P7K3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	449	false
Q9P7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392	false
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018	false
Q9Y7N1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	false
O14095	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279	false
O14284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188	false
O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136	false
O74329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	56	false
O74381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467	false
O74489	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329	false
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	false
O97965	Ovis aries	Metazoa	110	false
P02256	Parechinus angulosus	Metazoa	248	false
P08433	Scyliorhinus canicula	Metazoa	51	false
P83212	Bolinus brandaris	Metazoa	58	false
P83213	Bolinus brandaris	Metazoa	54	false
P87112	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2100	false
Q09821	Sus scrofa	Metazoa	138	false
Q10187	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612	false
Q1MTM9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	977	false
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252	false
Q9USY3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	708	false
Q9UT97	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	247	false
Q9Y7Q7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	973	false
A0A0R0IHP4	Glycine max	Plants	248	false
O13895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	377	false
O13992	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	965	false
O36030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391	false
O60130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	827	false
O74461	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235	false
O74485	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	581	false
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134	false
O94279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172	false
O94664	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	234	false
P06894	Platynereis dumerilii	Metazoa	121	false
P0CT72	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	253	false
P40625	Tetrahymena pyriformis	Other	99	false
P40626	Tetrahymena thermophila	Other	143	false
Q26457	Aedes albopictus	Metazoa	383	false
Q6LA53	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	346	false
Q8JFQ4	Gallus gallus	Metazoa	277	false
Q9DEX1	Xenopus laevis	Metazoa	560	false
Q9HE07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	534	false
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	false
Q9US06	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	456	false
Q9UTE6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	302	false
Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426	false
Q9Y7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	160	false
Q6LA54	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933	false
G4NBR8	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	548	false
O14224	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	false
O59770	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	253	false
O60127	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126	false
P02258	Anser anser anser	Metazoa	193	false
P0CT67	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	false
P0CT73	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	false
P12305	Tetrahymena pyriformis	Other	165	false
P22844	Xenopus laevis	Metazoa	196	false
P22974	Mytilus californianus	Metazoa	148	false
P24642	Bufo japonicus	Metazoa	40	false
P40631	Tetrahymena thermophila (strain SB210)	Other	633	false
P80002	Sepia officinalis	Metazoa	77	false
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	false
Q10232	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	190	false
Q53I77	Xenopus laevis	Metazoa	1135	false
Q7ZYV9	Xenopus laevis	Metazoa	1202	false
Q8SSG3	Encephalitozoon cuniculi (strain GB-M1)	Fungi	128	false
Q9P6Q0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	112	false
Q9UTC0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	50	false
Q9UUH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277	false
Q40460	Nicotiana tabacum	Plants	442	false
P16016	Spinacia oleracea	Plants	319	false
Q84N49	Zea mays	Plants	674	false
Q8VXP3	Chlamydomonas reinhardtii	Plants	1115	false
P49085	Zea mays	Plants	410	false
M9RZ95	Dermatophagoides farinae	Metazoa	118	false
B8B0E2	Oryza sativa subsp. indica	Plants	1246	false
P30706	Pisum sativum	Plants	457	false
Q00598	Cyanophora paradoxa	Other	363	false
Q43869	Spinacia oleracea	Plants	472	false
P0DPG2	Trypanosoma brucei brucei	Other	182	false
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154	false
O59678	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	false
O94288	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	747	false
P0CT57	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	false
Q9USZ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	false
P10871	Spinacia oleracea	Plants	472	false
Q9FEC4	Chlamydomonas reinhardtii	Plants	1783	false
Q9LEM8	Chlamydomonas reinhardtii	Plants	1385	false
P42117	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82	true
Q03671	Candida parapsilosis	Fungi	246	true
Q35915	Sus scrofa	Metazoa	226	true
O94418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	851	false
A0A0K2GUJ4	Dermatophagoides pteronyssinus	Metazoa	118	false
P0DPG3	Trypanosoma brucei brucei	Other	75	false
P24391	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349	false
Q7S7U5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	71	true
Q874C1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	540	false
O14013	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	556	false
O74362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	334	false
P17937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	false
P46435	Schistosoma mansoni	Metazoa	259	false
Q9P7G0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	false
Q9URX9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284	false
P42116	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	186	true
Q9B6C8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	469	true
O43082	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	233	false
P15771	Gallus gallus	Metazoa	694	false
Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597	false
Q9P6P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265	false
Q9U6A9	Trypanosoma brucei brucei	Other	655	false
Q9USZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	251	false
Q9UU76	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	642	false
P42054	Pisum sativum	Plants	276	false
O78752	Ovis aries	Metazoa	226	true
P24499	Trypanosoma brucei brucei	Other	229	true
P92792	Solanum tuberosum	Plants	204	false
O14236	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537	false
O74828	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	682	false
O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690	false
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327	false
Q9UT32	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	373	false
Q9UTQ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154	false
Q9UU79	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	260	false
O13610	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	192	false
O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278	false
O74879	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	634	false
Q90WN7	Xenopus laevis	Metazoa	977	false
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	false
I1CS06	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)	Fungi	317	true
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409	true
I3W9F6	Rhizophagus irregularis	Fungi	276	true
Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577	true
Q1K8U2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	84	false
Q9C0N3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90	false
A0A509AFM3	Plasmodium berghei (strain Anka)	Other	304	true
Q8J1Z1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	88	false
A0A0D1E6B3	Mycosarcoma maydis	Fungi	435	true
I1CR68	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)	Fungi	306	true
J9VQC4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	366	true
Q4WGE2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	607	true
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534	false
A0A2I0BUK1	Plasmodium falciparum (isolate NF54)	Other	893	false
P80261	Solanum tuberosum	Plants	190	false
Q01359	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	148	false
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273	false
Q7SBR3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	86	false
P06809	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	186	false
P42114	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124	false
